time	V(bl)	V(blb)	V(q)	V(qb)	V(wl)
1.930206820839836e-09	0.000000e+00	2.500000e+00	2.395653e+00	2.330841e-03	2.500000e+00
1.938019320839837e-09	0.000000e+00	2.500000e+00	2.404488e+00	2.137023e-03	2.500000e+00
1.945831820839837e-09	0.000000e+00	2.500000e+00	2.412589e+00	1.958740e-03	2.500000e+00
1.953644320839837e-09	0.000000e+00	2.500000e+00	2.420014e+00	1.794841e-03	2.500000e+00
1.961456820839837e-09	0.000000e+00	2.500000e+00	2.426818e+00	1.644248e-03	2.500000e+00
1.969269320839837e-09	0.000000e+00	2.500000e+00	2.433051e+00	1.505946e-03	2.500000e+00
1.977081820839838e-09	0.000000e+00	2.500000e+00	2.438760e+00	1.378990e-03	2.500000e+00
1.984894320839838e-09	0.000000e+00	2.500000e+00	2.443987e+00	1.262496e-03	2.500000e+00
1.992706820839838e-09	0.000000e+00	2.500000e+00	2.448773e+00	1.155643e-03	2.500000e+00
2.000519320839838e-09	0.000000e+00	2.500000e+00	2.453154e+00	1.057667e-03	2.500000e+00
2.008331820839838e-09	0.000000e+00	2.500000e+00	2.457163e+00	9.678574e-04	2.500000e+00
2.016144320839838e-09	0.000000e+00	2.500000e+00	2.460832e+00	8.855572e-04	2.500000e+00
2.023956820839839e-09	0.000000e+00	2.500000e+00	2.464188e+00	8.101581e-04	2.500000e+00
2.031769320839839e-09	0.000000e+00	2.500000e+00	2.467259e+00	7.410977e-04	2.500000e+00
2.039581820839839e-09	0.000000e+00	2.500000e+00	2.470068e+00	6.778566e-04	2.500000e+00
2.047394320839839e-09	0.000000e+00	2.500000e+00	2.472638e+00	6.199558e-04	2.500000e+00
2.055206820839839e-09	0.000000e+00	2.500000e+00	2.474988e+00	5.669537e-04	2.500000e+00
2.063019320839839e-09	0.000000e+00	2.500000e+00	2.477137e+00	5.184438e-04	2.500000e+00
2.070831820839840e-09	0.000000e+00	2.500000e+00	2.479102e+00	4.740520e-04	2.500000e+00
2.078644320839840e-09	0.000000e+00	2.500000e+00	2.480899e+00	4.334339e-04	2.500000e+00
2.092187500000000e-09	0.000000e+00	2.500000e+00	2.483665e+00	3.708479e-04	2.500000e+00
2.100000000000000e-09	0.000000e+00	2.500000e+00	2.485093e+00	3.385319e-04	2.500000e+00
2.100781250000000e-09	1.953125e-01	2.304688e+00	2.486943e+00	6.318327e-03	2.500000e+00
2.102343750000000e-09	5.859375e-01	1.914062e+00	2.496270e+00	3.470212e-02	2.500000e+00
2.105468750000000e-09	1.367188e+00	1.132812e+00	2.504510e+00	1.183295e-01	2.500000e+00
2.110000000000000e-09	2.500000e+00	0.000000e+00	2.467389e+00	2.422223e-01	2.500000e+00
2.110453125000000e-09	2.500000e+00	0.000000e+00	2.443612e+00	2.471180e-01	2.500000e+00
2.111359375000001e-09	2.500000e+00	0.000000e+00	2.396179e+00	2.565303e-01	2.500000e+00
2.113171875000001e-09	2.500000e+00	0.000000e+00	2.302177e+00	2.738955e-01	2.500000e+00
2.116796875000001e-09	2.500000e+00	0.000000e+00	2.120315e+00	3.052722e-01	2.500000e+00
2.124046875000001e-09	2.500000e+00	0.000000e+00	1.774819e+00	3.682652e-01	2.500000e+00
2.131859375000001e-09	2.500000e+00	0.000000e+00	1.421605e+00	4.527203e-01	2.500000e+00
2.139671875000001e-09	2.500000e+00	0.000000e+00	1.094950e+00	5.659876e-01	2.500000e+00
2.147484375000002e-09	2.500000e+00	0.000000e+00	8.087935e-01	7.037107e-01	2.500000e+00
2.155296875000002e-09	2.500000e+00	0.000000e+00	5.712317e-01	8.482149e-01	2.500000e+00
2.163109375000002e-09	2.500000e+00	0.000000e+00	3.834625e-01	9.833193e-01	2.500000e+00
2.170921875000002e-09	2.500000e+00	0.000000e+00	2.460657e-01	1.102123e+00	2.500000e+00
2.178734375000002e-09	2.500000e+00	0.000000e+00	1.552853e-01	1.205241e+00	2.500000e+00
2.186546875000002e-09	2.500000e+00	0.000000e+00	1.003857e-01	1.295762e+00	2.500000e+00
2.194359375000003e-09	2.500000e+00	0.000000e+00	6.874651e-02	1.375881e+00	2.500000e+00
2.202171875000003e-09	2.500000e+00	0.000000e+00	5.055462e-02	1.447430e+00	2.500000e+00
2.209984375000003e-09	2.500000e+00	0.000000e+00	3.979925e-02	1.512875e+00	2.500000e+00
2.217796875000003e-09	2.500000e+00	0.000000e+00	3.314791e-02	1.574636e+00	2.500000e+00
2.225609375000003e-09	2.500000e+00	0.000000e+00	2.868639e-02	1.633895e+00	2.500000e+00
2.233421875000003e-09	2.500000e+00	0.000000e+00	2.531424e-02	1.690659e+00	2.500000e+00
2.241234375000004e-09	2.500000e+00	0.000000e+00	2.251696e-02	1.744726e+00	2.500000e+00
2.249046875000004e-09	2.500000e+00	0.000000e+00	2.009665e-02	1.796048e+00	2.500000e+00
2.256859375000004e-09	2.500000e+00	0.000000e+00	1.796875e-02	1.844638e+00	2.500000e+00
2.264671875000004e-09	2.500000e+00	0.000000e+00	1.609122e-02	1.890536e+00	2.500000e+00
2.272484375000004e-09	2.500000e+00	0.000000e+00	1.443799e-02	1.933810e+00	2.500000e+00
2.280296875000004e-09	2.500000e+00	0.000000e+00	1.298659e-02	1.974553e+00	2.500000e+00
2.288109375000005e-09	2.500000e+00	0.000000e+00	1.171087e-02	2.012901e+00	2.500000e+00
2.295921875000005e-09	2.500000e+00	0.000000e+00	1.057934e-02	2.049027e+00	2.500000e+00
2.303734375000005e-09	2.500000e+00	0.000000e+00	9.563971e-03	2.083109e+00	2.500000e+00
2.311546875000005e-09	2.500000e+00	0.000000e+00	8.653343e-03	2.115252e+00	2.500000e+00
2.319359375000005e-09	2.500000e+00	0.000000e+00	7.849951e-03	2.145463e+00	2.500000e+00
2.327171875000005e-09	2.500000e+00	0.000000e+00	7.151701e-03	2.173703e+00	2.500000e+00
2.334984375000006e-09	2.500000e+00	0.000000e+00	6.543441e-03	2.199971e+00	2.500000e+00
2.342796875000006e-09	2.500000e+00	0.000000e+00	6.005016e-03	2.224319e+00	2.500000e+00
2.350609375000006e-09	2.500000e+00	0.000000e+00	5.519958e-03	2.246835e+00	2.500000e+00
2.358421875000006e-09	2.500000e+00	0.000000e+00	5.077450e-03	2.267624e+00	2.500000e+00
2.366234375000006e-09	2.500000e+00	0.000000e+00	4.670842e-03	2.286795e+00	2.500000e+00
2.374046875000007e-09	2.500000e+00	0.000000e+00	4.295897e-03	2.304458e+00	2.500000e+00
2.381859375000007e-09	2.500000e+00	0.000000e+00	3.949655e-03	2.320717e+00	2.500000e+00
2.389671875000007e-09	2.500000e+00	0.000000e+00	3.629819e-03	2.335675e+00	2.500000e+00
2.397484375000007e-09	2.500000e+00	0.000000e+00	3.334450e-03	2.349426e+00	2.500000e+00
2.405296875000007e-09	2.500000e+00	0.000000e+00	3.061821e-03	2.362062e+00	2.500000e+00
2.413109375000007e-09	2.500000e+00	0.000000e+00	2.810347e-03	2.373666e+00	2.500000e+00
2.420921875000008e-09	2.500000e+00	0.000000e+00	2.578547e-03	2.384317e+00	2.500000e+00
2.428734375000008e-09	2.500000e+00	0.000000e+00	2.365028e-03	2.394091e+00	2.500000e+00
2.436546875000008e-09	2.500000e+00	0.000000e+00	2.168481e-03	2.403056e+00	2.500000e+00
2.444359375000008e-09	2.500000e+00	0.000000e+00	1.987670e-03	2.411276e+00	2.500000e+00
2.452171875000008e-09	2.500000e+00	0.000000e+00	1.821431e-03	2.418811e+00	2.500000e+00
2.459984375000008e-09	2.500000e+00	0.000000e+00	1.668673e-03	2.425716e+00	2.500000e+00
2.467796875000009e-09	2.500000e+00	0.000000e+00	1.528373e-03	2.432041e+00	2.500000e+00
2.475609375000009e-09	2.500000e+00	0.000000e+00	1.399574e-03	2.437835e+00	2.500000e+00
2.483421875000009e-09	2.500000e+00	0.000000e+00	1.281008e-03	2.443157e+00	2.500000e+00
2.490000000000000e-09	2.500000e+00	0.000000e+00	1.187214e-03	2.447362e+00	2.500000e+00
2.490781250000000e-09	2.500000e+00	0.000000e+00	-1.717578e-02	2.434309e+00	2.304688e+00
2.492343750000000e-09	2.500000e+00	0.000000e+00	-4.944869e-02	2.409779e+00	1.914062e+00
2.495468750000000e-09	2.500000e+00	0.000000e+00	-9.714262e-02	2.366797e+00	1.132812e+00
2.500000000000000e-09	2.500000e+00	0.000000e+00	-1.429368e-01	2.312851e+00	0.000000e+00
2.500625000000000e-09	2.500000e+00	0.000000e+00	-1.361817e-01	2.316214e+00	0.000000e+00
2.501875000000000e-09	2.500000e+00	0.000000e+00	-1.235293e-01	2.322603e+00	0.000000e+00
2.504375000000000e-09	2.500000e+00	0.000000e+00	-1.019314e-01	2.333938e+00	0.000000e+00
2.509375000000000e-09	2.500000e+00	0.000000e+00	-6.940888e-02	2.352428e+00	0.000000e+00
2.517187500000000e-09	2.500000e+00	0.000000e+00	-3.587200e-02	2.374471e+00	0.000000e+00
2.525000000000000e-09	2.500000e+00	0.000000e+00	-1.653575e-02	2.390713e+00	0.000000e+00
2.532812500000000e-09	2.500000e+00	0.000000e+00	-6.584310e-03	2.402876e+00	0.000000e+00
2.540625000000001e-09	2.500000e+00	0.000000e+00	-1.581140e-03	2.412592e+00	0.000000e+00
2.548437500000001e-09	2.500000e+00	0.000000e+00	8.503023e-04	2.420753e+00	0.000000e+00
2.556250000000001e-09	2.500000e+00	0.000000e+00	1.963618e-03	2.427849e+00	0.000000e+00
2.564062500000001e-09	2.500000e+00	0.000000e+00	2.410557e-03	2.434158e+00	0.000000e+00
2.571875000000001e-09	2.500000e+00	0.000000e+00	2.524129e-03	2.439838e+00	0.000000e+00
2.579687500000001e-09	2.500000e+00	0.000000e+00	2.474746e-03	2.444991e+00	0.000000e+00
2.587500000000002e-09	2.500000e+00	0.000000e+00	2.351962e-03	2.449724e+00	0.000000e+00
2.592187500000000e-09	2.500000e+00	0.000000e+00	2.260063e-03	2.452341e+00	0.000000e+00
2.600000000000000e-09	2.500000e+00	0.000000e+00	2.096270e-03	2.456449e+00	0.000000e+00
2.600781250000000e-09	2.304688e+00	1.953125e-01	2.079651e-03	2.456831e+00	0.000000e+00
2.602343750000000e-09	1.914062e+00	5.859375e-01	2.046552e-03	2.457586e+00	0.000000e+00
2.605468750000000e-09	1.132812e+00	1.367188e+00	1.981068e-03	2.459055e+00	0.000000e+00
2.610000000000001e-09	0.000000e+00	2.500000e+00	1.887223e-03	2.461131e+00	0.000000e+00
2.610453125000001e-09	0.000000e+00	2.500000e+00	1.878045e-03	2.461330e+00	0.000000e+00
2.611359375000001e-09	0.000000e+00	2.500000e+00	1.859781e-03	2.461725e+00	0.000000e+00
2.624046875000001e-09	0.000000e+00	2.500000e+00	1.619662e-03	2.466815e+00	0.000000e+00
2.631859375000002e-09	0.000000e+00	2.500000e+00	1.484258e-03	2.469636e+00	0.000000e+00
2.639671875000002e-09	0.000000e+00	2.500000e+00	1.359103e-03	2.472224e+00	0.000000e+00
2.647484375000002e-09	0.000000e+00	2.500000e+00	1.244002e-03	2.474592e+00	0.000000e+00
2.655296875000002e-09	0.000000e+00	2.500000e+00	1.138369e-03	2.476758e+00	0.000000e+00
2.663109375000002e-09	0.000000e+00	2.500000e+00	1.041542e-03	2.478741e+00	0.000000e+00
2.670921875000002e-09	0.000000e+00	2.500000e+00	9.528504e-04	2.480556e+00	0.000000e+00
2.678734375000003e-09	0.000000e+00	2.500000e+00	8.716463e-04	2.482216e+00	0.000000e+00
2.686546875000003e-09	0.000000e+00	2.500000e+00	7.973177e-04	2.483734e+00	0.000000e+00
2.694359375000003e-09	0.000000e+00	2.500000e+00	7.292947e-04	2.485124e+00	0.000000e+00
2.709984375000003e-09	0.000000e+00	2.500000e+00	6.100993e-04	2.487557e+00	0.000000e+00
2.725609375000004e-09	0.000000e+00	2.500000e+00	5.103283e-04	2.489594e+00	0.000000e+00
2.741234375000004e-09	0.000000e+00	2.500000e+00	4.268358e-04	2.491298e+00	0.000000e+00
2.756859375000004e-09	0.000000e+00	2.500000e+00	3.569779e-04	2.492723e+00	0.000000e+00
2.772484375000005e-09	0.000000e+00	2.500000e+00	2.985362e-04	2.493915e+00	0.000000e+00
2.788109375000005e-09	0.000000e+00	2.500000e+00	2.496509e-04	2.494912e+00	0.000000e+00
2.803734375000005e-09	0.000000e+00	2.500000e+00	2.087631e-04	2.495746e+00	0.000000e+00
2.819359375000006e-09	0.000000e+00	2.500000e+00	1.745673e-04	2.496443e+00	0.000000e+00
2.842796875000006e-09	0.000000e+00	2.500000e+00	1.334789e-04	2.497281e+00	0.000000e+00
2.866234375000007e-09	0.000000e+00	2.500000e+00	1.020597e-04	2.497921e+00	0.000000e+00
2.889671875000007e-09	0.000000e+00	2.500000e+00	7.803656e-05	2.498411e+00	0.000000e+00
2.906861607142863e-09	0.000000e+00	2.500000e+00	6.494308e-05	2.498678e+00	0.000000e+00
2.924051339285719e-09	0.000000e+00	2.500000e+00	5.343411e-05	2.498912e+00	0.000000e+00
2.941241071428575e-09	0.000000e+00	2.500000e+00	4.350965e-05	2.499114e+00	0.000000e+00
2.958430803571432e-09	0.000000e+00	2.500000e+00	3.516969e-05	2.499284e+00	0.000000e+00
2.975620535714288e-09	0.000000e+00	2.500000e+00	2.841423e-05	2.499422e+00	0.000000e+00
2.992810267857144e-09	0.000000e+00	2.500000e+00	2.324327e-05	2.499528e+00	0.000000e+00
3.010000000000000e-09	0.000000e+00	2.500000e+00	1.965682e-05	2.499601e+00	0.000000e+00
3.010781250000000e-09	0.000000e+00	2.500000e+00	1.011689e-02	2.511082e+00	1.953125e-01
3.012343750000000e-09	0.000000e+00	2.500000e+00	3.557140e-02	2.535241e+00	5.859375e-01
3.015468750000000e-09	0.000000e+00	2.500000e+00	1.099303e-01	2.562500e+00	1.367188e+00
3.020000000000000e-09	0.000000e+00	2.500000e+00	2.426619e-01	2.543778e+00	2.500000e+00
3.020595131828132e-09	0.000000e+00	2.500000e+00	2.484559e-01	2.511245e+00	2.500000e+00
3.021785395484397e-09	0.000000e+00	2.500000e+00	2.597526e-01	2.447566e+00	2.500000e+00
3.024165922796926e-09	0.000000e+00	2.500000e+00	2.805316e-01	2.322983e+00	2.500000e+00
3.028926977421984e-09	0.000000e+00	2.500000e+00	3.186059e-01	2.083557e+00	2.500000e+00
3.036739477421984e-09	0.000000e+00	2.500000e+00	3.849488e-01	1.712325e+00	2.500000e+00
3.044551977421984e-09	0.000000e+00	2.500000e+00	4.720600e-01	1.362303e+00	2.500000e+00
3.052364477421985e-09	0.000000e+00	2.500000e+00	5.897169e-01	1.041502e+00	2.500000e+00
3.060176977421985e-09	0.000000e+00	2.500000e+00	7.297309e-01	7.634277e-01	2.500000e+00
3.067989477421985e-09	0.000000e+00	2.500000e+00	8.734505e-01	5.344561e-01	2.500000e+00
3.075801977421985e-09	0.000000e+00	2.500000e+00	1.005801e+00	3.555143e-01	2.500000e+00
3.083614477421985e-09	0.000000e+00	2.500000e+00	1.121546e+00	2.268383e-01	2.500000e+00
3.091426977421985e-09	0.000000e+00	2.500000e+00	1.224783e+00	1.358952e-01	2.500000e+00
3.092187500000000e-09	0.000000e+00	2.500000e+00	1.234088e+00	1.294090e-01	2.500000e+00
3.093708545156030e-09	0.000000e+00	2.500000e+00	1.251741e+00	1.193296e-01	2.500000e+00
3.096750635468089e-09	0.000000e+00	2.500000e+00	1.285860e+00	1.019037e-01	2.500000e+00
3.100000000000000e-09	0.000000e+00	2.500000e+00	1.321169e+00	8.574225e-02	2.500000e+00
3.100324936453192e-09	8.123411e-02	2.418766e+00	1.324386e+00	8.423536e-02	2.500000e+00
3.100974809359574e-09	2.437023e-01	2.256298e+00	1.331896e+00	8.600206e-02	2.500000e+00
3.102274555172339e-09	5.686388e-01	1.931361e+00	1.351242e+00	1.077173e-01	2.500000e+00
3.104874046797868e-09	1.218512e+00	1.281488e+00	1.381499e+00	1.817893e-01	2.500000e+00
3.110000000000001e-09	2.500000e+00	0.000000e+00	1.398461e+00	3.480527e-01	2.500000e+00
3.110512595320214e-09	2.500000e+00	0.000000e+00	1.377213e+00	3.575883e-01	2.500000e+00
3.111537785960641e-09	2.500000e+00	0.000000e+00	1.334794e+00	3.767373e-01	2.500000e+00
3.113588167241494e-09	2.500000e+00	0.000000e+00	1.250824e+00	4.158325e-01	2.500000e+00
3.117688929803200e-09	2.500000e+00	0.000000e+00	1.090619e+00	4.978015e-01	2.500000e+00
3.125501429803200e-09	2.500000e+00	0.000000e+00	8.154044e-01	6.594236e-01	2.500000e+00
3.133313929803201e-09	2.500000e+00	0.000000e+00	5.818675e-01	8.167758e-01	2.500000e+00
3.141126429803201e-09	2.500000e+00	0.000000e+00	3.954329e-01	9.597851e-01	2.500000e+00
3.148938929803201e-09	2.500000e+00	0.000000e+00	2.566030e-01	1.083774e+00	2.500000e+00
3.156751429803201e-09	2.500000e+00	0.000000e+00	1.629660e-01	1.190279e+00	2.500000e+00
3.164563929803201e-09	2.500000e+00	0.000000e+00	1.053584e-01	1.283078e+00	2.500000e+00
3.172376429803202e-09	2.500000e+00	0.000000e+00	7.180754e-02	1.364854e+00	2.500000e+00
3.180188929803202e-09	2.500000e+00	0.000000e+00	5.243053e-02	1.437594e+00	2.500000e+00
3.188001429803202e-09	2.500000e+00	0.000000e+00	4.097020e-02	1.503783e+00	2.500000e+00
3.195813929803202e-09	2.500000e+00	0.000000e+00	3.391022e-02	1.565972e+00	2.500000e+00
3.203626429803202e-09	2.500000e+00	0.000000e+00	2.923237e-02	1.625576e+00	2.500000e+00
3.211438929803202e-09	2.500000e+00	0.000000e+00	2.575182e-02	1.682713e+00	2.500000e+00
3.219251429803203e-09	2.500000e+00	0.000000e+00	2.289053e-02	1.737171e+00	2.500000e+00
3.227063929803203e-09	2.500000e+00	0.000000e+00	2.042329e-02	1.788885e+00	2.500000e+00
3.234876429803203e-09	2.500000e+00	0.000000e+00	1.825668e-02	1.837863e+00	2.500000e+00
3.242688929803203e-09	2.500000e+00	0.000000e+00	1.634515e-02	1.884143e+00	2.500000e+00
3.250501429803203e-09	2.500000e+00	0.000000e+00	1.466125e-02	1.927786e+00	2.500000e+00
3.258313929803203e-09	2.500000e+00	0.000000e+00	1.318247e-02	1.968884e+00	2.500000e+00
3.266126429803204e-09	2.500000e+00	0.000000e+00	1.188349e-02	2.007564e+00	2.500000e+00
3.273938929803204e-09	2.500000e+00	0.000000e+00	1.073333e-02	2.043995e+00	2.500000e+00
3.281751429803204e-09	2.500000e+00	0.000000e+00	9.702545e-03	2.078361e+00	2.500000e+00
3.289563929803204e-09	2.500000e+00	0.000000e+00	8.776948e-03	2.110779e+00	2.500000e+00
3.297376429803204e-09	2.500000e+00	0.000000e+00	7.958070e-03	2.141268e+00	2.500000e+00
3.305188929803204e-09	2.500000e+00	0.000000e+00	7.245466e-03	2.169790e+00	2.500000e+00
3.313001429803205e-09	2.500000e+00	0.000000e+00	6.625594e-03	2.196338e+00	2.500000e+00
3.320813929803205e-09	2.500000e+00	0.000000e+00	6.078337e-03	2.220956e+00	2.500000e+00
3.328626429803205e-09	2.500000e+00	0.000000e+00	5.586440e-03	2.243728e+00	2.500000e+00
3.336438929803205e-09	2.500000e+00	0.000000e+00	5.138338e-03	2.264756e+00	2.500000e+00
3.344251429803205e-09	2.500000e+00	0.000000e+00	4.726901e-03	2.284152e+00	2.500000e+00
3.352063929803205e-09	2.500000e+00	0.000000e+00	4.347636e-03	2.302023e+00	2.500000e+00
3.359876429803206e-09	2.500000e+00	0.000000e+00	3.997446e-03	2.318477e+00	2.500000e+00
3.367688929803206e-09	2.500000e+00	0.000000e+00	3.673963e-03	2.333614e+00	2.500000e+00
3.375501429803206e-09	2.500000e+00	0.000000e+00	3.375209e-03	2.347533e+00	2.500000e+00
3.383313929803206e-09	2.500000e+00	0.000000e+00	3.099432e-03	2.360322e+00	2.500000e+00
3.391126429803206e-09	2.500000e+00	0.000000e+00	2.845029e-03	2.372068e+00	2.500000e+00
3.398938929803207e-09	2.500000e+00	0.000000e+00	2.610506e-03	2.382851e+00	2.500000e+00
3.406751429803207e-09	2.500000e+00	0.000000e+00	2.394458e-03	2.392746e+00	2.500000e+00
3.414563929803207e-09	2.500000e+00	0.000000e+00	2.195564e-03	2.401823e+00	2.500000e+00
3.422376429803207e-09	2.500000e+00	0.000000e+00	2.012578e-03	2.410146e+00	2.500000e+00
3.430188929803207e-09	2.500000e+00	0.000000e+00	1.844326e-03	2.417775e+00	2.500000e+00
3.438001429803207e-09	2.500000e+00	0.000000e+00	1.689707e-03	2.424766e+00	2.500000e+00
3.445813929803208e-09	2.500000e+00	0.000000e+00	1.547688e-03	2.431171e+00	2.500000e+00
3.453626429803208e-09	2.500000e+00	0.000000e+00	1.417302e-03	2.437038e+00	2.500000e+00
3.461438929803208e-09	2.500000e+00	0.000000e+00	1.297646e-03	2.442411e+00	2.500000e+00
3.469251429803208e-09	2.500000e+00	0.000000e+00	1.187881e-03	2.447330e+00	2.500000e+00
3.477063929803208e-09	2.500000e+00	0.000000e+00	1.087223e-03	2.451833e+00	2.500000e+00
3.484876429803208e-09	2.500000e+00	0.000000e+00	9.949466e-04	2.455954e+00	2.500000e+00
3.492688929803209e-09	2.500000e+00	0.000000e+00	9.103791e-04	2.459726e+00	2.500000e+00
3.500501429803209e-09	2.500000e+00	0.000000e+00	8.328967e-04	2.463177e+00	2.500000e+00
3.508313929803209e-09	2.500000e+00	0.000000e+00	7.619230e-04	2.466334e+00	2.500000e+00
3.516126429803209e-09	2.500000e+00	0.000000e+00	6.969257e-04	2.469222e+00	2.500000e+00
3.523938929803209e-09	2.500000e+00	0.000000e+00	6.374135e-04	2.471864e+00	2.500000e+00
3.531751429803209e-09	2.500000e+00	0.000000e+00	5.829334e-04	2.474280e+00	2.500000e+00
3.539563929803210e-09	2.500000e+00	0.000000e+00	5.330684e-04	2.476489e+00	2.500000e+00
3.547376429803210e-09	2.500000e+00	0.000000e+00	4.874344e-04	2.478510e+00	2.500000e+00
3.555188929803210e-09	2.500000e+00	0.000000e+00	4.456782e-04	2.480357e+00	2.500000e+00
3.563001429803210e-09	2.500000e+00	0.000000e+00	4.074750e-04	2.482047e+00	2.500000e+00
3.570813929803210e-09	2.500000e+00	0.000000e+00	3.725267e-04	2.483591e+00	2.500000e+00
3.586438929803211e-09	2.500000e+00	0.000000e+00	3.111616e-04	2.486301e+00	2.500000e+00
3.592187500000001e-09	2.500000e+00	0.000000e+00	2.912615e-04	2.487179e+00	2.500000e+00
3.600000000000001e-09	2.500000e+00	1.033976e-13	2.658489e-04	2.488300e+00	2.500000e+00
3.600781250000001e-09	2.304688e+00	1.953125e-01	6.245443e-03	2.490121e+00	2.500000e+00
3.602343750000001e-09	1.914062e+00	5.859375e-01	3.463051e-02	2.499408e+00	2.500000e+00
3.605468750000001e-09	1.132812e+00	1.367188e+00	1.182489e-01	2.507564e+00	2.500000e+00
3.610000000000001e-09	0.000000e+00	2.500000e+00	2.420889e-01	2.470215e+00	2.500000e+00
3.610453125000001e-09	0.000000e+00	2.500000e+00	2.469806e-01	2.446426e+00	2.500000e+00
3.611359375000000e-09	0.000000e+00	2.500000e+00	2.563847e-01	2.398971e+00	2.500000e+00
3.613171875000000e-09	0.000000e+00	2.500000e+00	2.737325e-01	2.304917e+00	2.500000e+00
3.616796875000000e-09	0.000000e+00	2.500000e+00	3.050652e-01	2.122940e+00	2.500000e+00
3.624046875000000e-09	0.000000e+00	2.500000e+00	3.679172e-01	1.777238e+00	2.500000e+00
3.631859375000000e-09	0.000000e+00	2.500000e+00	4.521530e-01	1.423844e+00	2.500000e+00
3.639671875000000e-09	0.000000e+00	2.500000e+00	5.651993e-01	1.096962e+00	2.500000e+00
3.647484375000000e-09	0.000000e+00	2.500000e+00	7.027980e-01	8.105012e-01	2.500000e+00
3.655296875000001e-09	0.000000e+00	2.500000e+00	8.473067e-01	5.726148e-01	2.500000e+00
3.663109375000001e-09	0.000000e+00	2.500000e+00	9.825018e-01	3.845159e-01	2.500000e+00
3.670921875000001e-09	0.000000e+00	2.500000e+00	1.101414e+00	2.467947e-01	2.500000e+00
3.678734375000001e-09	0.000000e+00	2.500000e+00	1.204621e+00	1.557420e-01	2.500000e+00
3.686546875000001e-09	0.000000e+00	2.500000e+00	1.295215e+00	1.006524e-01	2.500000e+00
3.694359375000002e-09	0.000000e+00	2.500000e+00	1.375395e+00	6.889888e-02	2.500000e+00
3.702171875000002e-09	0.000000e+00	2.500000e+00	1.446993e+00	5.064324e-02	2.500000e+00
3.709984375000002e-09	0.000000e+00	2.500000e+00	1.512468e+00	3.985273e-02	2.500000e+00
3.717796875000002e-09	0.000000e+00	2.500000e+00	1.574247e+00	3.318212e-02	2.500000e+00
3.725609375000002e-09	0.000000e+00	2.500000e+00	1.633522e+00	2.871077e-02	2.500000e+00
3.733421875000002e-09	0.000000e+00	2.500000e+00	1.690302e+00	2.533375e-02	2.500000e+00
3.741234375000002e-09	0.000000e+00	2.500000e+00	1.744387e+00	2.253361e-02	2.500000e+00
3.749046875000001e-09	0.000000e+00	2.500000e+00	1.795727e+00	2.011122e-02	2.500000e+00
3.756859375000001e-09	0.000000e+00	2.500000e+00	1.844334e+00	1.798160e-02	2.500000e+00
3.764671875000001e-09	0.000000e+00	2.500000e+00	1.890249e+00	1.610255e-02	2.500000e+00
3.772484375000001e-09	0.000000e+00	2.500000e+00	1.933540e+00	1.444796e-02	2.500000e+00
3.780296875000001e-09	0.000000e+00	2.500000e+00	1.974299e+00	1.299533e-02	2.500000e+00
3.788109375000000e-09	0.000000e+00	2.500000e+00	2.012661e+00	1.171857e-02	2.500000e+00
3.795921875000000e-09	0.000000e+00	2.500000e+00	2.048801e+00	1.058622e-02	2.500000e+00
3.803734375000000e-09	0.000000e+00	2.500000e+00	2.082896e+00	9.570165e-03	2.500000e+00
3.811546875000000e-09	0.000000e+00	2.500000e+00	2.115052e+00	8.658861e-03	2.500000e+00
3.819359374999999e-09	0.000000e+00	2.500000e+00	2.145275e+00	7.854773e-03	2.500000e+00
3.827171874999999e-09	0.000000e+00	2.500000e+00	2.173527e+00	7.155883e-03	2.500000e+00
3.834984374999999e-09	0.000000e+00	2.500000e+00	2.199808e+00	6.547109e-03	2.500000e+00
3.842796874999999e-09	0.000000e+00	2.500000e+00	2.224169e+00	6.008293e-03	2.500000e+00
3.850609374999998e-09	0.000000e+00	2.500000e+00	2.246696e+00	5.522933e-03	2.500000e+00
3.858421874999998e-09	0.000000e+00	2.500000e+00	2.267496e+00	5.080176e-03	2.500000e+00
3.866234374999998e-09	0.000000e+00	2.500000e+00	2.286677e+00	4.673352e-03	2.500000e+00
3.874046874999998e-09	0.000000e+00	2.500000e+00	2.304349e+00	4.298213e-03	2.500000e+00
3.881859374999997e-09	0.000000e+00	2.500000e+00	2.320617e+00	3.951794e-03	2.500000e+00
3.889671874999997e-09	0.000000e+00	2.500000e+00	2.335583e+00	3.631795e-03	2.500000e+00
3.897484374999997e-09	0.000000e+00	2.500000e+00	2.349342e+00	3.336275e-03	2.500000e+00
3.905296874999997e-09	0.000000e+00	2.500000e+00	2.361984e+00	3.063505e-03	2.500000e+00
3.913109374999996e-09	0.000000e+00	2.500000e+00	2.373594e+00	2.811900e-03	2.500000e+00
3.920921874999996e-09	0.000000e+00	2.500000e+00	2.384252e+00	2.579978e-03	2.500000e+00
3.928734374999996e-09	0.000000e+00	2.500000e+00	2.394031e+00	2.366346e-03	2.500000e+00
3.936546874999996e-09	0.000000e+00	2.500000e+00	2.403001e+00	2.169694e-03	2.500000e+00
3.944359374999995e-09	0.000000e+00	2.500000e+00	2.411226e+00	1.988785e-03	2.500000e+00
3.952171874999995e-09	0.000000e+00	2.500000e+00	2.418765e+00	1.822456e-03	2.500000e+00
